Record Creation Date,Join Date,Frequent Flier Number,First Name,Last Name,Inquiry Type,Most Recent Flight #,Lounge Used?,Departing Airport,Arrival Airport,Planned Snack?,Additional Snack?,# of Included Checked Bags,Total # of Checked Bags,Flight Delayed?
2021-08-26,2019-11-07,894749758,Nathaniel,Freeman,Flight Status,W39118331,FALSE,ORD,JFK,TRUE,TRUE,4,6,TRUE
2023-12-09,2019-11-07,894749758,Nathaniel,Freeman,Flight Deal,B66320832,FALSE,SEA,LAX,FALSE,FALSE,1,6,TRUE
2024-03-01,2019-11-07,894749758,Nathaniel,Freeman,New Flight,K47508449,TRUE,SEA,JFK,TRUE,FALSE,3,5,TRUE
2023-08-17,2019-11-07,894749758,Nathaniel,Freeman,New Flight,D80218021,FALSE,SYD,JFK,FALSE,TRUE,2,8,FALSE
2021-03-24,2019-11-07,894749758,Nathaniel,Freeman,Flight Deal,S13037485,TRUE,SIN,ATL,FALSE,TRUE,3,6,FALSE
2023-01-18,2019-11-07,894749758,Nathaniel,Freeman,Flight Deal,F70143049,FALSE,JFK,MIA,FALSE,TRUE,3,10,TRUE
2024-07-08,2019-11-07,894749758,Nathaniel,Freeman,New Flight,Z47369639,FALSE,DFW,BOS,FALSE,TRUE,4,6,TRUE
2023-07-10,2019-11-07,894749758,Nathaniel,Freeman,Cancel Flight,Z71536979,FALSE,MIA,DFW,TRUE,TRUE,4,8,TRUE
2022-02-04,2019-11-07,894749758,Nathaniel,Freeman,Cancel Flight,R33351678,FALSE,DEN,ORD,FALSE,TRUE,1,6,FALSE
2021-01-24,2019-11-07,894749758,Nathaniel,Freeman,Flight Deal,G60663762,TRUE,SIN,JFK,TRUE,FALSE,4,6,FALSE
2022-10-18,1997-09-23,6389698634,Thomas,Stevens,Cancel Flight,Z09747624,FALSE,DEN,JFK,FALSE,FALSE,1,6,TRUE
2024-01-19,1997-09-23,6389698634,Thomas,Stevens,Cancel Flight,U22248857,TRUE,LAX,MIA,TRUE,FALSE,1,7,FALSE
2023-09-18,1997-09-23,6389698634,Thomas,Stevens,New Flight,L24637900,TRUE,MIA,LAX,FALSE,TRUE,4,7,TRUE
2021-09-28,2017-09-30,7580336317,Michael,Russell,Flight Status,L39025244,FALSE,ORD,ATL,FALSE,FALSE,2,7,TRUE
2023-03-08,2017-09-30,7580336317,Michael,Russell,New Flight,Y13497434,FALSE,ATL,JFK,TRUE,TRUE,1,10,TRUE
2024-08-26,2017-09-30,7580336317,Michael,Russell,Cancel Flight,F50182157,FALSE,DXB,SFO,TRUE,TRUE,1,4,FALSE
2023-01-31,2017-09-30,7580336317,Michael,Russell,New Flight,W98632917,TRUE,ORD,DEN,TRUE,TRUE,2,9,TRUE
2024-07-20,2017-09-30,7580336317,Michael,Russell,New Flight,F15734672,TRUE,MIA,JFK,FALSE,TRUE,3,7,FALSE
2023-08-27,1989-03-13,362013761,Lisa,Walsh,Flight Deal,J03828238,FALSE,BOS,SYD,FALSE,FALSE,4,8,FALSE
2023-08-17,1989-03-13,362013761,Lisa,Walsh,Flight Status,P21100555,TRUE,ATL,LAX,TRUE,TRUE,3,8,FALSE
2024-08-08,1989-03-13,362013761,Lisa,Walsh,Flight Deal,P58190982,TRUE,MIA,ORD,TRUE,FALSE,2,10,FALSE
2024-04-23,1989-03-13,362013761,Lisa,Walsh,Flight Deal,R00198568,TRUE,BOS,ORD,FALSE,TRUE,2,4,TRUE
2022-11-26,2003-02-10,1412811081,Kristen,Smith,Flight Status,I00822543,TRUE,MIA,ORD,FALSE,TRUE,1,6,FALSE
2024-08-08,2003-02-10,1412811081,Kristen,Smith,Flight Status,X80223769,TRUE,LHR,JFK,FALSE,TRUE,1,10,TRUE
2022-03-30,2003-02-10,1412811081,Kristen,Smith,Cancel Flight,S89381645,FALSE,LAX,SEA,TRUE,FALSE,2,7,TRUE
2022-10-18,2003-02-10,1412811081,Kristen,Smith,Flight Deal,Y20813373,FALSE,ORD,SEA,TRUE,TRUE,3,7,FALSE
2023-06-29,2000-04-13,2869026935,Gloria,Johnson,Flight Status,U06512812,TRUE,ATL,LHR,TRUE,FALSE,4,9,TRUE
2023-08-21,2000-04-13,2869026935,Gloria,Johnson,New Flight,O75185002,FALSE,CDG,DEN,FALSE,TRUE,4,10,TRUE
2021-10-29,2000-04-13,2869026935,Gloria,Johnson,Flight Deal,W78791172,FALSE,DEN,SEA,FALSE,FALSE,1,6,TRUE
2021-12-16,2000-12-27,6859276794,Linda,Chang,Cancel Flight,U69526334,TRUE,JFK,LAX,TRUE,TRUE,3,7,FALSE
2022-04-13,2000-12-27,6859276794,Linda,Chang,Cancel Flight,Y14065823,TRUE,DFW,JFK,TRUE,FALSE,1,9,TRUE
2022-09-10,2000-12-27,6859276794,Linda,Chang,Flight Deal,Y86381687,TRUE,LAX,MIA,FALSE,TRUE,4,9,TRUE
2021-11-12,2000-12-27,6859276794,Linda,Chang,Cancel Flight,I83040938,FALSE,JFK,BOS,TRUE,FALSE,4,9,FALSE
2024-07-01,2000-12-27,6859276794,Linda,Chang,Flight Status,W55605188,FALSE,LAX,JFK,TRUE,FALSE,4,9,TRUE
2022-06-04,1991-03-23,8663810874,Brian,Beard,Flight Deal,T79004697,FALSE,ATL,LAX,FALSE,FALSE,4,5,FALSE
2024-07-18,1991-03-23,8663810874,Brian,Beard,Flight Status,C25207768,FALSE,LAX,DFW,TRUE,TRUE,4,10,TRUE
2024-01-10,1991-03-23,8663810874,Brian,Beard,New Flight,A24994754,TRUE,LAX,JFK,FALSE,FALSE,3,6,FALSE
2024-09-22,1999-07-14,3111172797,Mark,Thomas,Cancel Flight,T40180129,TRUE,LAX,SYD,TRUE,TRUE,1,6,FALSE
2021-12-22,1999-07-14,3111172797,Mark,Thomas,Flight Status,Q17296296,TRUE,JFK,BOS,FALSE,TRUE,3,9,FALSE
2024-09-18,1999-07-14,3111172797,Mark,Thomas,Flight Deal,A87110923,FALSE,DFW,ORD,FALSE,FALSE,1,9,FALSE
2022-07-10,1999-07-14,3111172797,Mark,Thomas,New Flight,U23524270,FALSE,LHR,DFW,FALSE,FALSE,1,8,TRUE
2023-10-31,2009-08-16,4833670736,Carlos,Walker,New Flight,Z87184830,FALSE,LHR,JFK,FALSE,TRUE,1,9,FALSE
2021-05-05,2009-08-16,4833670736,Carlos,Walker,Flight Deal,V33176989,TRUE,SEA,LAX,FALSE,FALSE,1,6,TRUE
2021-04-01,2009-08-16,4833670736,Carlos,Walker,New Flight,V43900291,TRUE,DXB,JFK,FALSE,FALSE,2,6,TRUE
2023-07-03,2009-08-16,4833670736,Carlos,Walker,New Flight,A46614793,FALSE,JFK,SIN,TRUE,FALSE,4,9,FALSE
2021-02-20,2009-08-16,4833670736,Carlos,Walker,New Flight,A52492082,FALSE,CDG,ORD,FALSE,FALSE,3,9,TRUE
2022-02-06,1988-04-09,6000029380,Kevin,Dixon,Cancel Flight,V73630384,FALSE,BOS,LAX,FALSE,TRUE,3,4,TRUE
2022-01-21,1988-04-09,6000029380,Kevin,Dixon,Flight Deal,N20005478,FALSE,MIA,SFO,TRUE,TRUE,2,6,FALSE
2021-08-12,1988-04-09,6000029380,Kevin,Dixon,Flight Status,Y62897129,TRUE,ORD,LAX,TRUE,TRUE,3,10,FALSE
2022-03-28,2002-09-01,7675336171,Gregory,Smith,Flight Deal,M53984552,FALSE,BOS,LAX,FALSE,FALSE,1,8,TRUE
2024-04-29,2002-09-01,7675336171,Gregory,Smith,Cancel Flight,G24864844,FALSE,DFW,MIA,TRUE,TRUE,4,6,FALSE
2021-03-03,2002-09-01,7675336171,Gregory,Smith,New Flight,N93691143,FALSE,SEA,LAX,FALSE,TRUE,1,5,TRUE
2021-11-18,2002-09-01,7675336171,Gregory,Smith,New Flight,U28590529,FALSE,ATL,DEN,TRUE,FALSE,3,7,FALSE
2023-03-20,2011-01-10,5071718870,Nicole,Hall,Flight Deal,O14242087,TRUE,SEA,JFK,FALSE,FALSE,4,9,TRUE
2022-10-30,2011-01-10,5071718870,Nicole,Hall,Flight Deal,N16892765,FALSE,LAX,CDG,TRUE,FALSE,3,9,TRUE
2021-10-06,2011-01-10,5071718870,Nicole,Hall,Flight Deal,Y18421723,FALSE,LAX,MIA,FALSE,FALSE,4,5,FALSE
2024-09-01,2002-09-13,7443602652,Jeffrey,Mitchell,Cancel Flight,O45814479,FALSE,LAX,DEN,FALSE,FALSE,3,8,FALSE
2022-11-09,2002-09-13,7443602652,Jeffrey,Mitchell,Cancel Flight,H77989839,FALSE,JFK,ORD,TRUE,FALSE,2,8,FALSE
2022-10-04,2002-09-13,7443602652,Jeffrey,Mitchell,Cancel Flight,Q28691371,TRUE,ORD,ATL,TRUE,FALSE,2,8,TRUE
2022-05-13,2021-02-24,1808939215,Dale,Cole,Cancel Flight,O31529918,TRUE,MIA,SFO,FALSE,TRUE,3,7,TRUE
2022-01-02,2021-02-24,1808939215,Dale,Cole,Flight Status,P19472916,TRUE,BOS,ORD,TRUE,FALSE,1,4,TRUE
2023-05-06,2021-02-24,1808939215,Dale,Cole,Flight Status,I27611433,TRUE,SFO,MIA,TRUE,TRUE,3,5,TRUE
2021-10-02,2021-02-24,1808939215,Dale,Cole,New Flight,V40648711,FALSE,SIN,SFO,TRUE,TRUE,3,4,FALSE
2023-02-11,2017-04-04,4142093822,Sean,Wells,Cancel Flight,N58438896,FALSE,HND,DEN,FALSE,TRUE,4,6,TRUE
2022-12-05,2017-04-04,4142093822,Sean,Wells,Cancel Flight,S62918602,TRUE,JFK,HND,TRUE,FALSE,2,7,TRUE
2024-01-18,2017-04-04,4142093822,Sean,Wells,New Flight,Q30862340,TRUE,JFK,BOS,TRUE,TRUE,1,6,TRUE
2022-07-07,2017-04-04,4142093822,Sean,Wells,New Flight,P97243318,TRUE,BOS,SIN,FALSE,TRUE,2,10,TRUE
2022-04-18,2020-04-18,5733447100,Amanda,Daniel,Flight Status,X85592814,TRUE,SEA,DFW,FALSE,FALSE,3,4,FALSE
2022-09-18,2020-04-18,5733447100,Amanda,Daniel,Flight Deal,A27458249,FALSE,DFW,CDG,TRUE,FALSE,4,10,FALSE
2022-06-16,2020-04-18,5733447100,Amanda,Daniel,Cancel Flight,B91631501,TRUE,LAX,ORD,FALSE,TRUE,2,10,TRUE
2021-01-21,2020-04-18,5733447100,Amanda,Daniel,Flight Status,Q00071231,FALSE,LAX,HND,TRUE,TRUE,2,7,FALSE
2022-02-25,2020-04-18,5733447100,Amanda,Daniel,Flight Status,J18270759,TRUE,SYD,SEA,FALSE,TRUE,2,8,TRUE
2022-12-18,1996-04-10,9794123091,Courtney,Love,Flight Status,A79713829,TRUE,BOS,LAX,TRUE,FALSE,2,4,TRUE
2021-09-15,1996-04-10,9794123091,Courtney,Love,Flight Status,P51779922,FALSE,ORD,ATL,FALSE,TRUE,3,10,FALSE
2021-12-27,1996-04-10,9794123091,Courtney,Love,Flight Status,V75700957,TRUE,SYD,JFK,TRUE,TRUE,2,5,FALSE
2024-08-29,1996-04-10,9794123091,Courtney,Love,Flight Deal,N04242151,FALSE,SEA,HND,TRUE,FALSE,4,7,FALSE
2024-02-29,1996-04-10,9794123091,Courtney,Love,Flight Deal,N48053462,FALSE,DFW,BOS,FALSE,TRUE,3,4,TRUE
2021-08-17,1996-04-10,9794123091,Courtney,Love,New Flight,C06339366,FALSE,DEN,JFK,FALSE,TRUE,3,9,TRUE
2023-10-05,1996-04-10,9794123091,Courtney,Love,New Flight,O78246788,FALSE,MIA,SIN,TRUE,TRUE,4,6,FALSE
2023-08-23,1996-04-10,9794123091,Courtney,Love,Flight Status,P41587601,FALSE,DEN,ORD,FALSE,FALSE,3,8,TRUE
2024-07-16,1996-04-10,9794123091,Courtney,Love,Flight Deal,M95653288,TRUE,SIN,SFO,FALSE,FALSE,1,7,TRUE
2022-06-08,1996-04-10,9794123091,Courtney,Love,Flight Status,E56357801,TRUE,MIA,ATL,TRUE,TRUE,4,8,TRUE
2021-07-26,2013-05-27,6661864010,Michael,Wagner,Flight Deal,F93810759,TRUE,DFW,ATL,FALSE,FALSE,2,6,FALSE
2021-07-23,2013-05-27,6661864010,Michael,Wagner,Flight Status,A70783742,TRUE,JFK,MIA,FALSE,FALSE,3,5,TRUE
2024-07-06,2013-05-27,6661864010,Michael,Wagner,Flight Deal,L00710123,TRUE,BOS,ATL,TRUE,FALSE,1,9,FALSE
2023-12-09,1999-09-24,6094305977,Joseph,Ayers,New Flight,J09563052,TRUE,JFK,MIA,TRUE,FALSE,3,10,FALSE
2022-02-12,1999-09-24,6094305977,Joseph,Ayers,Cancel Flight,M10412988,FALSE,SFO,DFW,FALSE,FALSE,1,5,FALSE
2022-07-31,1999-09-24,6094305977,Joseph,Ayers,Flight Status,V34871345,FALSE,LHR,SIN,FALSE,TRUE,3,6,FALSE
2022-07-20,1999-09-24,6094305977,Joseph,Ayers,Cancel Flight,P25316212,FALSE,DEN,BOS,TRUE,FALSE,4,6,TRUE
2024-01-29,2015-08-28,3481391586,Gary,Cox,Cancel Flight,I74382517,FALSE,ORD,SIN,TRUE,FALSE,4,7,TRUE
2024-07-23,2015-08-28,3481391586,Gary,Cox,Flight Deal,K17110750,TRUE,ORD,SEA,FALSE,TRUE,4,10,FALSE
2022-08-04,2015-08-28,3481391586,Gary,Cox,Flight Status,H66179918,FALSE,LHR,DEN,TRUE,FALSE,4,6,FALSE
2021-12-04,2015-08-28,3481391586,Gary,Cox,Flight Status,X37551395,FALSE,BOS,LHR,FALSE,TRUE,1,6,FALSE
2022-03-17,2015-08-28,3481391586,Gary,Cox,Flight Deal,Q70013395,TRUE,DEN,ATL,TRUE,FALSE,4,8,TRUE
2021-05-31,2008-06-05,7789629366,Rachel,Webb,New Flight,T07055471,FALSE,BOS,DFW,FALSE,FALSE,2,7,TRUE
2022-01-26,2008-06-05,7789629366,Rachel,Webb,Flight Deal,T75284715,FALSE,SFO,SEA,FALSE,TRUE,4,6,FALSE
2024-06-22,2008-06-05,7789629366,Rachel,Webb,New Flight,W27996544,FALSE,LAX,ORD,TRUE,TRUE,2,5,TRUE
2024-08-21,2008-06-05,7789629366,Rachel,Webb,New Flight,I70547002,FALSE,ORD,ATL,FALSE,TRUE,3,4,TRUE
2023-05-27,2008-06-05,7789629366,Rachel,Webb,New Flight,O31642173,TRUE,SFO,BOS,TRUE,FALSE,1,3,TRUE
2021-01-13,2008-03-05,3958653996,Lisa,Morales,Flight Status,O88669299,TRUE,DFW,SEA,TRUE,FALSE,1,6,FALSE
2023-05-01,2008-03-05,3958653996,Lisa,Morales,New Flight,C92767177,FALSE,LHR,JFK,TRUE,TRUE,2,9,TRUE
2024-09-08,2008-03-05,3958653996,Lisa,Morales,New Flight,C56699846,TRUE,ORD,MIA,TRUE,FALSE,3,9,FALSE
2023-10-16,2023-02-17,6288142730,Alexandra,Johnson,Flight Status,A38541079,FALSE,DFW,ATL,TRUE,TRUE,1,6,TRUE
2022-10-14,2023-02-17,6288142730,Alexandra,Johnson,New Flight,A37564914,FALSE,BOS,SEA,FALSE,TRUE,3,6,FALSE
2023-11-20,2023-02-17,6288142730,Alexandra,Johnson,New Flight,Y08485616,FALSE,DEN,MIA,FALSE,TRUE,1,4,FALSE
2021-08-24,1990-11-14,6642034446,Jesse,Macias,New Flight,W38105339,FALSE,ORD,LHR,TRUE,FALSE,3,10,TRUE
2022-12-23,1990-11-14,6642034446,Jesse,Macias,Cancel Flight,Y57894247,FALSE,ORD,DFW,TRUE,FALSE,2,4,FALSE
2022-03-03,1990-11-14,6642034446,Jesse,Macias,Cancel Flight,T84221592,TRUE,ORD,BOS,TRUE,FALSE,4,5,FALSE
2023-09-20,1990-11-14,6642034446,Jesse,Macias,Flight Status,L87718373,FALSE,HND,HND,FALSE,TRUE,2,6,FALSE
2022-02-13,1990-11-14,6642034446,Jesse,Macias,New Flight,Q04974065,TRUE,DXB,JFK,TRUE,FALSE,2,4,TRUE
2022-06-09,1990-11-14,6642034446,Jesse,Macias,Cancel Flight,N33609146,TRUE,SFO,SEA,FALSE,FALSE,3,8,FALSE
2024-05-17,1990-11-14,6642034446,Jesse,Macias,New Flight,H32043960,FALSE,SIN,JFK,FALSE,TRUE,4,8,FALSE
2021-09-26,1990-11-14,6642034446,Jesse,Macias,New Flight,I26279338,TRUE,SEA,ATL,TRUE,TRUE,1,4,FALSE
2022-02-14,1990-11-14,6642034446,Jesse,Macias,Flight Status,P97612259,FALSE,MIA,ATL,TRUE,TRUE,4,6,TRUE
2022-08-01,1990-11-14,6642034446,Jesse,Macias,Flight Status,K06667078,FALSE,DEN,DFW,FALSE,FALSE,4,9,TRUE
2021-10-11,1988-04-13,7531159128,Philip,Contreras,Cancel Flight,T67699199,TRUE,ATL,SEA,TRUE,TRUE,1,10,TRUE
2023-09-17,1988-04-13,7531159128,Philip,Contreras,New Flight,E71442469,TRUE,SIN,MIA,FALSE,TRUE,1,6,TRUE
2024-02-16,1988-04-13,7531159128,Philip,Contreras,Flight Deal,Z63697987,TRUE,MIA,DEN,FALSE,FALSE,2,9,FALSE
2023-05-04,1988-04-13,7531159128,Philip,Contreras,Flight Status,P55161960,TRUE,LAX,JFK,TRUE,FALSE,1,7,FALSE
2022-06-03,2011-08-31,9344046838,Jeffrey,Sims,Flight Deal,P38123602,TRUE,MIA,JFK,TRUE,FALSE,4,5,TRUE
2022-01-18,2011-08-31,9344046838,Jeffrey,Sims,Flight Status,Z86275347,TRUE,DFW,DEN,FALSE,TRUE,2,7,TRUE
2021-10-29,2011-08-31,9344046838,Jeffrey,Sims,Cancel Flight,D06811533,FALSE,BOS,DEN,FALSE,FALSE,2,10,FALSE
2021-08-09,1998-01-21,6425738187,Ricardo,Anderson,Flight Deal,J76989733,FALSE,BOS,DEN,TRUE,FALSE,4,5,FALSE
2022-05-23,1998-01-21,6425738187,Ricardo,Anderson,Cancel Flight,R25943078,FALSE,LAX,ATL,FALSE,TRUE,4,6,FALSE
2021-02-02,1998-01-21,6425738187,Ricardo,Anderson,Flight Deal,T92518197,FALSE,LAX,JFK,TRUE,FALSE,2,8,FALSE
2023-04-29,1998-01-21,6425738187,Ricardo,Anderson,Flight Deal,S86563627,TRUE,LAX,JFK,TRUE,TRUE,2,7,FALSE
2021-12-31,1998-01-21,6425738187,Ricardo,Anderson,Flight Deal,I26938638,TRUE,HND,JFK,TRUE,TRUE,2,6,TRUE
2023-08-06,2008-02-15,9309896481,Paula,Ross,Flight Status,T91512105,FALSE,SYD,BOS,TRUE,FALSE,4,6,TRUE
2021-03-19,2008-02-15,9309896481,Paula,Ross,New Flight,C02422416,TRUE,BOS,MIA,FALSE,TRUE,2,5,TRUE
2024-03-18,2008-02-15,9309896481,Paula,Ross,Flight Deal,G83508636,TRUE,ATL,SFO,FALSE,FALSE,4,6,FALSE
2021-12-09,2008-02-15,9309896481,Paula,Ross,Cancel Flight,Q21545451,FALSE,SEA,ORD,TRUE,FALSE,3,8,FALSE
2021-05-20,2014-07-26,5025128504,Johnny,Glover,Cancel Flight,V02653955,FALSE,LAX,MIA,FALSE,TRUE,3,5,FALSE
2024-02-28,2014-07-26,5025128504,Johnny,Glover,Flight Deal,U98611876,FALSE,JFK,MIA,TRUE,TRUE,4,9,FALSE
2022-12-06,2014-07-26,5025128504,Johnny,Glover,Cancel Flight,Q47236546,TRUE,BOS,ORD,TRUE,FALSE,1,8,FALSE
2023-10-31,2011-10-21,170711325,Tyrone,Price,Cancel Flight,C08193497,FALSE,BOS,LHR,FALSE,FALSE,1,6,TRUE
2021-12-30,2011-10-21,170711325,Tyrone,Price,New Flight,C63027267,FALSE,SEA,ORD,FALSE,TRUE,1,2,FALSE
2021-07-28,2011-10-21,170711325,Tyrone,Price,New Flight,F69337289,FALSE,JFK,BOS,TRUE,TRUE,2,6,TRUE
2023-03-18,2011-10-21,170711325,Tyrone,Price,Cancel Flight,H28913729,TRUE,LHR,DFW,TRUE,FALSE,1,10,TRUE
2021-01-13,2011-10-21,170711325,Tyrone,Price,New Flight,I87744541,FALSE,JFK,SFO,TRUE,TRUE,4,9,FALSE
2023-04-08,2019-12-30,8937739201,Amanda,Hill,Cancel Flight,J64947317,FALSE,DEN,DFW,FALSE,FALSE,4,8,FALSE
2024-09-23,2019-12-30,8937739201,Amanda,Hill,New Flight,W03375708,TRUE,MIA,JFK,TRUE,TRUE,4,7,FALSE
2023-02-27,2019-12-30,8937739201,Amanda,Hill,Flight Status,Q71625515,TRUE,DEN,SFO,TRUE,TRUE,4,9,FALSE
2024-03-09,2009-10-08,245805923,Ashley,Knox,Cancel Flight,W39430295,TRUE,JFK,ORD,TRUE,FALSE,2,5,FALSE
2022-08-04,2009-10-08,245805923,Ashley,Knox,Flight Deal,U19821125,TRUE,SEA,SYD,TRUE,TRUE,1,4,FALSE
2023-09-29,2009-10-08,245805923,Ashley,Knox,Flight Status,T30113762,FALSE,ORD,MIA,TRUE,TRUE,4,7,TRUE
2021-11-26,2009-10-08,245805923,Ashley,Knox,Cancel Flight,Y46749190,TRUE,JFK,SEA,FALSE,TRUE,4,5,TRUE
2023-11-20,2009-10-08,245805923,Ashley,Knox,Flight Deal,T09720715,FALSE,DEN,MIA,TRUE,FALSE,1,7,TRUE
2023-09-04,2009-10-08,245805923,Ashley,Knox,New Flight,R55164831,FALSE,MIA,ORD,FALSE,FALSE,4,9,TRUE
2021-07-30,2009-10-08,245805923,Ashley,Knox,Flight Status,P79532088,FALSE,LAX,ORD,FALSE,FALSE,4,7,TRUE
2023-05-17,2009-10-08,245805923,Ashley,Knox,New Flight,U25189475,TRUE,JFK,BOS,FALSE,TRUE,2,8,TRUE
2023-08-11,2009-10-08,245805923,Ashley,Knox,New Flight,D98503550,TRUE,ATL,SEA,FALSE,TRUE,1,5,FALSE
2022-06-29,2009-10-08,245805923,Ashley,Knox,Cancel Flight,W73751858,FALSE,ORD,SFO,TRUE,TRUE,1,8,FALSE
2021-03-15,2009-05-20,497479594,Michael,Sims,Cancel Flight,T39490175,TRUE,SEA,CDG,FALSE,TRUE,1,7,FALSE
2023-09-22,2009-05-20,497479594,Michael,Sims,Flight Status,X04428062,FALSE,JFK,DEN,TRUE,FALSE,2,5,FALSE
2024-10-05,2009-05-20,497479594,Michael,Sims,Flight Deal,Y08433264,TRUE,DXB,JFK,FALSE,FALSE,3,6,TRUE
2024-06-26,2015-07-20,1396955876,Matthew,Lewis,Cancel Flight,V86169553,FALSE,BOS,LHR,FALSE,FALSE,2,8,TRUE
2023-01-05,2015-07-20,1396955876,Matthew,Lewis,Cancel Flight,H22205866,FALSE,DEN,SFO,TRUE,TRUE,3,8,TRUE
2023-12-16,2015-07-20,1396955876,Matthew,Lewis,Flight Status,A98374268,TRUE,JFK,LAX,TRUE,FALSE,3,8,FALSE
2023-05-31,2015-07-20,1396955876,Matthew,Lewis,Cancel Flight,Y66687255,TRUE,DFW,LAX,FALSE,FALSE,4,5,FALSE
2024-04-22,2019-05-08,1524510706,Stephen,Walker,Flight Deal,T51684225,TRUE,SFO,SEA,FALSE,TRUE,2,6,TRUE
2022-07-27,2019-05-08,1524510706,Stephen,Walker,Cancel Flight,O81289020,TRUE,ATL,BOS,FALSE,FALSE,4,6,TRUE
2023-06-01,2019-05-08,1524510706,Stephen,Walker,Flight Status,L71214858,TRUE,MIA,SFO,FALSE,TRUE,3,6,TRUE
2021-10-24,2019-05-08,1524510706,Stephen,Walker,Flight Deal,O53155376,TRUE,SFO,DXB,TRUE,FALSE,3,6,TRUE
2022-07-29,2000-08-31,5420669617,David,King,Flight Status,V02482693,FALSE,LAX,ORD,TRUE,TRUE,4,7,TRUE
2023-12-23,2000-08-31,5420669617,David,King,New Flight,X69217383,TRUE,ATL,LAX,FALSE,TRUE,3,6,FALSE
2022-04-15,2000-08-31,5420669617,David,King,Flight Status,X95206680,FALSE,SEA,JFK,TRUE,TRUE,4,9,TRUE
2023-10-21,2000-08-31,5420669617,David,King,Flight Deal,Y73535332,TRUE,DEN,SFO,TRUE,FALSE,1,3,TRUE
2021-05-16,2005-07-24,6755261934,Jacob,Blake,New Flight,B30333707,FALSE,ORD,LAX,TRUE,TRUE,3,8,FALSE
2021-02-13,2005-07-24,6755261934,Jacob,Blake,New Flight,R66347050,FALSE,LHR,SFO,TRUE,FALSE,4,10,TRUE
2021-04-08,2005-07-24,6755261934,Jacob,Blake,Cancel Flight,A48920051,TRUE,MIA,ATL,FALSE,FALSE,3,7,TRUE
2022-05-15,2005-07-24,6755261934,Jacob,Blake,Cancel Flight,M27679435,TRUE,DEN,LAX,FALSE,TRUE,4,9,FALSE
2024-03-29,2005-07-24,6755261934,Jacob,Blake,New Flight,U56438028,TRUE,DEN,JFK,TRUE,FALSE,4,9,TRUE
2022-07-22,2021-08-03,9285060994,Emily,Haynes,Flight Status,L92885374,TRUE,SFO,SIN,TRUE,TRUE,2,4,FALSE
2021-09-18,2021-08-03,9285060994,Emily,Haynes,Flight Status,H72786952,TRUE,DEN,BOS,TRUE,FALSE,3,5,TRUE
2023-04-06,2021-08-03,9285060994,Emily,Haynes,Flight Deal,U91658642,TRUE,BOS,LAX,TRUE,TRUE,3,8,FALSE
2023-09-06,2021-08-03,9285060994,Emily,Haynes,New Flight,H63987879,FALSE,LAX,MIA,TRUE,FALSE,3,5,FALSE
2024-06-02,2021-08-03,9285060994,Emily,Haynes,Flight Status,K70697451,TRUE,LAX,SFO,TRUE,FALSE,4,8,TRUE
2021-03-18,2022-08-09,9447615760,Laura,Adams,Cancel Flight,L53654619,TRUE,ATL,LAX,TRUE,FALSE,4,6,FALSE
2021-10-15,2022-08-09,9447615760,Laura,Adams,Flight Status,Z13752840,FALSE,LHR,DEN,TRUE,FALSE,4,8,FALSE
2022-11-08,2022-08-09,9447615760,Laura,Adams,Flight Deal,N50369691,FALSE,JFK,DXB,TRUE,TRUE,4,7,TRUE
2021-09-05,2022-08-09,9447615760,Laura,Adams,Flight Deal,Y19483297,FALSE,ORD,CDG,TRUE,FALSE,3,4,TRUE
2021-08-01,2011-04-21,951984730,Catherine,Faulkner,New Flight,R72236492,TRUE,DEN,JFK,FALSE,TRUE,3,5,TRUE
2022-02-03,2011-04-21,951984730,Catherine,Faulkner,New Flight,S49336063,FALSE,SFO,ATL,TRUE,TRUE,4,8,TRUE
2022-12-17,2011-04-21,951984730,Catherine,Faulkner,Cancel Flight,S47670037,TRUE,MIA,BOS,FALSE,FALSE,1,6,TRUE
2023-12-01,2021-02-24,2605163094,Charles,Nixon,Cancel Flight,O90136130,FALSE,LAX,DEN,TRUE,TRUE,3,6,TRUE
2022-04-09,2021-02-24,2605163094,Charles,Nixon,Cancel Flight,L26424598,TRUE,LAX,SIN,FALSE,TRUE,4,5,TRUE
2021-01-14,2021-02-24,2605163094,Charles,Nixon,Flight Status,F73061698,TRUE,LAX,ORD,FALSE,FALSE,2,4,TRUE
2022-06-05,2021-02-24,2605163094,Charles,Nixon,Cancel Flight,W42247620,TRUE,BOS,SFO,TRUE,TRUE,2,6,FALSE
2021-01-07,2007-12-10,6775721919,Aaron,Chang,New Flight,K08542523,FALSE,DFW,DXB,TRUE,TRUE,2,7,FALSE
2023-12-14,2007-12-10,6775721919,Aaron,Chang,Flight Status,P03786116,FALSE,LAX,JFK,TRUE,TRUE,4,9,TRUE
2023-09-30,2007-12-10,6775721919,Aaron,Chang,Flight Deal,U17303876,TRUE,DFW,SFO,TRUE,FALSE,4,5,FALSE
2023-10-14,2007-12-10,6775721919,Aaron,Chang,Flight Deal,R91311727,FALSE,JFK,MIA,FALSE,TRUE,3,7,FALSE
2024-04-21,2007-12-10,6775721919,Aaron,Chang,Flight Deal,M99594806,FALSE,DFW,SIN,FALSE,TRUE,1,7,FALSE
